batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,route_material_basis,availability_class,route_decision,primary_process_id,secondary_process_ids,ready_machine_ids,blocked_machine_or_process_reason,critical_performance_requirements,simulation_import_mass_policy,confidence,flags,reasoning_brief
route_batch_01,ebf3_adc_module_shield,ebf3_analog_input_adc_module,existing_route_as_leaf,0.1,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,sheet_metal_cutting_v0,machining_basic_v0;electrical_assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,EMI shielding continuity; grounding path; creepage clearance near ADC inputs;solder/fastener compatibility,sensitivity_flag,medium,electronics;shielding;performance_flag,Small metal shield can be cut or machined locally but ADC noise and grounding performance need simulation flag.
route_batch_01,ebf3_axis_motor_housing_set,ebf3_axis_motors,existing_route_as_leaf,1,steel_stock,local_derived,lunar_candidate_flagged,motor_housing_casting_v0,machining_basic_v0;motor_final_assembly_v0,labor_bot_general_v0;induction_forge_v0;casting_mold_set;multi_axis_cnc_machining_center;assembly_tools_basic,none,Bearing seat tolerance; motor concentricity; vacuum outgassing; lubricant compatibility,sensitivity_flag,medium,motion_precision;vacuum_compatibility,Housing fabrication is supported by Ready casting and CNC but motor alignment and vacuum service make it flagged.
route_batch_01,ebf3_ball_nut_recirculation_insert_set,ebf3_ball_nuts,existing_route_as_leaf,0.3,steel_bar_stock,local_derived,route_gap,ball_screw_fabrication_v0,assembly_process_bearing_v0,labor_bot_general_v0;assembly_tools_basic,ball_screw_fabrication_v0 requires precision_lathe which is not Ready; recirculation insert also lacks hardened ground race route,Ball recirculation geometry; hardened wear surface; preload; low vacuum lubricant contamination,import_until_gap_resolved,low,motion_precision;blocked_machine,This is a precision ball-nut function rather than an ordinary machined insert so first simulation should import until the precision route exists.
route_batch_01,ebf3_y_axis_ball_screw_shaft,ebf3_ball_screw_shafts,existing_route_as_leaf,1,steel_bar_stock,local_derived,route_gap,ball_screw_fabrication_v0,steel_shaft_machining_v1,labor_bot_general_v0;multi_axis_cnc_machining_center,ball_screw_fabrication_v0 requires precision_lathe which is not Ready; thread grinding and hardening route is not closed,Lead accuracy; straightness; surface finish; preload compatibility; vacuum lubricant compatibility,import_until_gap_resolved,low,motion_precision;blocked_machine,Y-axis screw shaft needs precision screw geometry beyond Ready CNC shaft machining.
route_batch_01,ebf3_beam_current_return_lug_set,ebf3_beam_current_return_strap,existing_route_as_leaf,0.12,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,machining_basic_v0,electrical_assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,Low resistance contact; thermal cycling; electron-beam return geometry; clean oxide-controlled mating faces,sensitivity_flag,medium,electron_beam;electrical_contact,The lug is simple metal but the beam-current return path and contact heating require performance marking.
route_batch_01,ebf3_cabin_access_door_hinge_fastener_interface_set,ebf3_cabin_access_door_hinge_set,implemented_split_child,0.7,steel_stock,local_derived,lunar_candidate,fastener_kit_small_fabrication_v0,machining_basic_v0;assembly_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,none,Hinge load margin; galling control; vacuum-compatible metal surfaces,local_nominal,medium,vacuum_compatibility,Fastener and hinge interface hardware can use generic steel fabrication with ordinary mechanical requirements.
route_batch_01,ebf3_cabin_access_door_latch_handle_or_cam_set,ebf3_cabin_access_door_latch_set,implemented_split_child,0.6,steel_stock,local_derived,lunar_candidate,machining_basic_v0,assembly_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,none,Cam fit; handle strength; repeatable latch travel; vacuum-compatible finish,local_nominal,medium,mechanical_latch,The latch handle or cam is a low precision metal mechanism and fits Ready CNC plus assembly.
route_batch_01,ebf3_cabin_frame_corner_gusset_set,ebf3_cabin_frame,existing_route_as_leaf,7,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,metal_fabrication_basic_v0,machining_basic_v0;assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,Cabin frame stiffness; bolt pattern accuracy; vacuum-clean finish; no hidden seal function,sensitivity_flag,medium,vacuum_structure;stiffness,Corner gussets are locally fabricable but cabin datum and vacuum-adjacent structure need a flagged route.
route_batch_01,ebf3_cabin_gun_port_reinforcement_ring,ebf3_cabin_gun_mounting_port,existing_route_as_leaf,3,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,machining_basic_v0,metal_fabrication_basic_v0;assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,Port flatness; bolt circle accuracy; vacuum seal support; electron-beam alignment stability,sensitivity_flag,medium,vacuum_interface;electron_beam,The ring can be machined locally but it supports a gun port and vacuum boundary.
route_batch_01,ebf3_cabin_positioning_leveling_pad_set,ebf3_cabin_positioning_mount_interface,existing_route_as_leaf,3,steel_stock,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,none,Load bearing; datum repeatability; leveling contact flatness; vacuum-clean surface,sensitivity_flag,medium,motion_alignment,Leveling pads are simple metal but influence positioning datums.
route_batch_01,ebf3_cabin_wire_feeder_port_reinforcement_ring,ebf3_cabin_wire_feeder_mounting_port,existing_route_as_leaf,4,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,machining_basic_v0,metal_fabrication_basic_v0;assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,Port stiffness; seal backing flatness; wire-feeder alignment; vacuum-clean finish,sensitivity_flag,medium,vacuum_interface;wire_feed_alignment,The reinforcement ring is machinable but belongs to a feedthrough port and needs vacuum and alignment marking.
route_batch_01,ebf3_controls_cabinet_mounting_rail_set,ebf3_controls_cabinet,existing_route_as_leaf,0.9,steel_plate_or_sheet,local_derived,lunar_candidate,sheet_metal_cutting_v0,machining_basic_v0;assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic;multi_axis_cnc_machining_center,none,Mounting hole pattern; cabinet load; electrical bonding if used as chassis rail,local_nominal,high,ordinary_metalwork,Mounting rails are ordinary sheet or plate hardware with Ready fabrication.
route_batch_01,ebf3_drive_roll_cover_shell,ebf3_drive_roll_cover,existing_route_as_leaf,0.48,steel_plate_or_sheet,local_derived,lunar_candidate,sheet_metal_cutting_v0,enclosure_assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic,none,Guard clearance; fastener fit; no rubbing on drive roll,local_nominal,high,ordinary_sheet_metal,The cover shell is low risk sheet metal guarding.
route_batch_01,ebf3_emi_filter_enclosure,ebf3_emi_filter,existing_route_as_leaf,0.3,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,enclosure_assembly_basic_v0,sheet_metal_cutting_v0;electrical_assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic,none,EMI shielding continuity; grounding lugs; creepage clearance; thermal contact to chassis,sensitivity_flag,medium,electronics;EMI,The enclosure reuses ordinary enclosure fabrication but EMI performance must be verified.
route_batch_01,ebf3_emi_filter_choke_terminal_set,ebf3_emi_filter_choke_set,implemented_split_child,0.06,aluminum_wire,local_derived,lunar_candidate_flagged,electrical_wire_and_connectors_production_v0,electrical_assembly_basic_v0,labor_bot_general_v0;assembly_tools_basic,none,Current rating; contact resistance; heating; insulation clearance; vibration retention,sensitivity_flag,medium,electronics;conductive_terminal,Aluminum terminals avoid copper dependence but choke current and heating need a flagged model.
route_batch_01,ebf3_gun_anode,ebf3_fixed_electron_beam_gun,existing_route_as_leaf,0.25,molybdenum_metal,import_or_recycle,earth_import,import_receiving_basic_v0,none,labor_bot_general_v0,molybdenum_metal is an import placeholder and precision refractory electrode route is not Ready,Beam aperture accuracy; high temperature stability; sputter resistance; vacuum cleanliness; HV field shape,import_nominal,medium,refractory_metal;electron_beam;earth_import,The anode is a precision refractory electron-gun electrode and should be imported for the first simulation.
route_batch_01,ebf3_fixed_side_screw_bearing_block_body_set,ebf3_fixed_side_screw_bearing_blocks,existing_route_as_leaf,0.5,steel_stock,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_process_bearing_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,none,Bearing bore tolerance; coaxiality; preload retention; vacuum-compatible bearing interface,sensitivity_flag,medium,motion_precision,bearing block bodies can be CNC machined but the bearing-seat tolerance remains a precision risk.
route_batch_01,ebf3_positioning_axis_base_plate,ebf3_four_axis_positioning_system,existing_route_as_leaf,3,steel_plate_or_sheet,local_derived,lunar_candidate_flagged,machining_basic_v0,sheet_making_from_ingot_to_metal_sheet_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,none,Flatness; datum hole pattern; stiffness; thermal distortion; axis alignment,sensitivity_flag,medium,motion_precision;datum_plate,Ready machining can make a plate but positioning accuracy depends on flatness and datum quality.
route_batch_01,ebf3_gun_beam_boundary_pickup_insulator,ebf3_gun_beam_boundary_pickup,existing_route_as_leaf,0.06,alumina_ceramic_v0,local_derived,lunar_candidate_flagged,ceramic_base_fabrication_v0,alumina_extraction_from_highlands_v0;ceramic_powder_synthesis_v0,labor_bot_general_v0;chemical_reactor_basic;ball_mill_v0,none,Dielectric strength; leakage current; electron-beam charging; vacuum outgassing; geometry repeatability,sensitivity_flag,medium,HV_dielectric;electron_beam,Alumina is lunar-derivable but the pickup insulator needs HV and beam-environment qualification.
route_batch_01,ebf3_gun_cathode_radiation_shield_foil_stack,ebf3_gun_cathode_radiation_shield,existing_route_as_leaf,0.07,molybdenum_metal,import_or_recycle,earth_import,import_receiving_basic_v0,none,labor_bot_general_v0,refractory foil stack route is absent and molybdenum feedstock is imported in KB,Cathode radiant heat shielding; low vapor pressure; foil thickness control; vacuum cleanliness,import_nominal,medium,refractory_foil;thermal;earth_import,The foil stack is low mass but uses specialty refractory foil that should remain import mass.
